Actor,Rating
Lashana Lynch,2.472457405665308
Lindsley Register,2.9018501097522735
Ron Perlman,1.9778404933626006
Sara Martins,2.4118323403365736
Maxwell Caulfield,2.21020173513118
Ryan Guzman,2.3888366259015363
Hector Jimenez,2.3165046514058742
Michael Beach,2.0448416431483225
AnnaLynne McCord,2.2739625797010556
Caterina Scorsone,2.4594961848019232
Sarah Douglas,2.243127417163165
Agnes Bruckner,2.1504128776000835
Audrey Landers,2.3646911257447476
Brenda Strong,2.163060520539354
Oliver Masucci,3.1083934357687886
Billy Warlock,2.4447580223685588
Harry McEntire,2.6910212187728653
Alix Angelis,2.3624960802759487
Judith Barsi,2.5602592244172677
Dan Petronijevic,2.325807463154594
Ewen Leslie,2.3485941256402216
Susanna Thompson,2.2615239887111946
Megalyn Echikunwoke,2.2455315145813737
Nick Blood,2.8424793561199957
Viveca Lindfors,2.1589840075258704
Josh Segarra,2.3262255670534127
Maddie Phillips,2.8738371485314103
Mia Kirshner,2.129403156684436
Ken Curtis,2.272708268004599
Hayden Panettiere,2.11330615657991
Paul Ben-Victor,2.0125431169645656
Tom Brooke,2.3691857426570504
Nick Searcy,2.0710776627992056
Vanessa Williams,2.145918260687781
Ivanna Sakhno,2.5906762830563395
Marianne Jean-Baptiste,2.1321208320267586
Tom Hughes,2.4718302498170797
Vladimir Kulich,2.2095745792829518
Heidi Kling,2.515104003344831
Ian McDiarmid,2.2195045468798997
Pedro Pascal,2.314518657886485
Kevin Smith,2.0718093446221384
Daniella Alonso,2.3559109438695516
James Shigeta,2.2349743911361974
Samantha Smith,2.2481446639489913
Dreama Walker,2.1917006376084456
Pierce Gagnon,2.2708268004599144
Adam Godley,2.1599247412982128
David Schwimmer,2.083098149890248
Helene Yorke,2.5934984843733666
Naveen Andrews,2.18114351416327
Brenda Bakke,2.1990174558377755
Olivia Williams,2.074527019964461
Lance Bass,2.220967910525766
Jack Coleman,2.472143827741194
Maddie Nichols,2.631859517089997
Ralph Macchio,2.187101494721438
Denise Richards,2.0620884289746
Natasha Leggero,2.2699905926622765
Rick Springfield,2.670534127730741
Dana Hill,2.4499843211037944
Kevin Durand,2.0394062924636773
Peter Hermann,2.2568203198494827
Judd Apatow,2.2751123654228076
Harry Styles,2.773910316713703
Sarah Goldberg,2.2468903522525348
Isabelle Cornish,3.119264137138079
Beatrice Rosen,2.197449566217205
James Roday Rodriguez,2.196299780495453
Max Pirkis,2.756872582836835
Corey Haim,2.2195045468798997
Alan Rachins,2.2880735862861923
Miranda Cosgrove,2.3011393331242815
Abigail Hawk,2.61241768579492
Barry Livingston,2.1325389359255773
Tom Ward,2.630709731368245
Daniela Ruah,2.7313682450088845
Jamie Hector,2.2707222744852094
Jennifer Westfeldt,2.543639594439218
Richard Steven Horvitz,2.0996132538935925
Nikki Blonsky,2.364482073795338
Nicholas Farrell,2.102017351311801
Christopher Masterson,2.191909689557855
James Ransone,2.0996132538935925
James Hong,2.002926727291732
Jim Rash,2.1238632800250863
Penelope Mitchell,2.3877913661544894
Paul Rhys,2.339709417790321
Sian Phillips,2.2115605728023415
Olivia Wilde,2.05675760426466
Clare Higgins,2.262778300407651
George Takei,2.0823664680673146
Oliver Jackson-Cohen,2.2802341381833386
Glenn Shadix,2.119786767011602
David Soul,2.32173095014111
Ann Dowd,2.042333019755409
Mike Doyle,2.1823978258597263
Matthew Morrison,2.2199226507787184
Bronagh Waugh,2.6562140691961953
Kiersten Warren,2.1388104944078603
Donnelly Rhodes,2.2992578655795963
Frankie Faison,2.0192327793456673
Pamela Stephenson,2.531201003449357
Alba Flores,3.172885962161597
Jerry O'Connell,2.090624020068987
Molly Windsor,2.591721542803387
Jenny Slate,2.1448730009407337
Guy Madison,2.5592139646702203
Patsy Kensit,2.13347966969792
Emma Samms,2.3708581582523256
Dallas Jenkins,2.711508309814989
Candice Patton,2.757917842583882
Chris Ellis,1.9862025713389777
Dustin Diamond,2.2550433782795025
Millicent Martin,2.3665725932894324
Pihla Viitala,2.4671265809553673
Diora Baird,2.152607923068883
Dexter Fletcher,2.0747360719138705
Ivan Reitman,2.3465036061461273
Michelle Burke,2.241036897669071
Patricia Wettig,2.3263300930281177
Reiko Aylesworth,2.2313159820215325
Rick Hoffman,2.191282533709627
Phillip Rhys,2.302289118846033
David Leon,2.4305424898087176
Zoey Luna,2.9377025190759904
Julia Butters,2.318699696874673
Jane Sibbett,2.439845301557437
Amaury Nolasco,2.122818020278039
Cierra Ramirez,2.6777464199853664
Bill Burr,2.2112469948782274
Nick E. Tarabay,2.401484268840807
Stephen Boyd,2.321835476115815
Jennifer Jones,2.3314518657886483
Stepfanie Kramer,2.7803909271453957
Aaron Douglas,2.1486359360301033
David Bowie,2.147695202257761
Federico Fellini,3.022368558586809
Mary Crosby,2.423748301452911
Vanna White,2.541862652869238
Jonah Hill,2.02372739625797
Bob Hoskins,2.0196508832444864
Lisa McGrillis,2.398975645447894
Nita Talbot,2.2930908330720183
Adepero Oduye,2.236228702832654
Nick Stahl,2.0922964356642626
Terry Kiser,2.2455315145813737
Robert Montgomery,2.33281070345981
Bruce Willis,1.9216055189714645
Chris Caldovino,2.4869865161492632
Paul Forman,0.0
Ellen Woglom,2.806731472770984
Alona Tal,2.349534859412564
Karin Konoval,2.2052890143200585
Erin Cahill,2.3456673983484895
Joey Bragg,2.8617121354656634
John Dall,2.7497648165569144
Anthony LaPaglia,2.0377338768684017
Michelle Buteau,2.4802968537681616
Mark Heap,2.2869238005644403
Daniel Baldwin,2.0775582732308977
Kevin McHale,2.8217832131284624
Stephen McHattie,2.0342845197031463
Christina Milian,2.2245217936657258
Xavier Samuel,2.190132747987875
Jeff Nichols,2.792306888261733
Michael Pare,2.0354343054248982
Josh Bowman,2.6375039197240513
Patti LuPone,2.1380788125849275
Sarah Jes Austell,2.651823978258597
Ivory Aquino,3.0294763248667294
Logan Paul,2.440263405456256
Deirdre Lovejoy,2.1998536636354133
Fred Ward,2.0264450716002926
Kelly Ripa,2.267691021218773
Dayton Callie,2.125744747569771
Kellie Martin,2.2739625797010556
Kate del Castillo,2.187206020696143
Vera-Ellen,2.779554719347758
Erin Moran,2.442040347026236
Amy Aquino,2.158252325702937
Richard E. Grant,2.01463363645866
Dawn Olivieri,2.3139960280129612
Felicia Pearson,2.473920769311174
Colin Ferguson,2.506114769520226
Currie Graham,2.1613881049440784
Freddy Carter,2.6214069196195253
Marisa Ramirez,2.6262151144559422
Justin Lin,2.9518135256611266
Roger Lloyd Pack,2.1196822410368976
Thora Birch,2.0973136824500886
Tracy Scoggins,2.457510191282534
BernNadette Stanis,2.8887843629141843
Frederick Weller,2.1855336051008676
Vanessa Angel,2.189296540190237
Mekia Cox,2.4758022368558588
Sherri Saum,2.7842583882094702
Lana Condor,2.4011706909166928
Viggo Mortensen,2.0488136301871016
Richard Gilliland,2.3096059370753634
Caitlin Hale,2.7698338037002195
Joe Dempsie,2.617225880631337
Priscilla Presley,2.523570607295913
Kate Fleetwood,2.221490540399289
Neil Dudgeon,2.5095641266854813
Zoe Perry,2.515626633218355
Raymond J. Barry,2.043796383401275
Camilla Sparv,2.486672938225149
Jennifer Grant,2.5994564649315355
Janis Paige,2.5446848541862654
Michael Fassbender,2.075467753736804
Andy Buckley,2.1253266436709524
Ben Johnson,2.094282429183652
Jake Weary,2.3361555346503606
Katelyn Tarver,3.246472248353716
Gilbert Gottfried,2.0842479356119994
Lawrence Gilliard Jr.,2.122086338455106
Reed Diamond,2.1289850527856173
Michael Clarke Duncan,2.0216368767638757
Billy Barty,2.125431169645657
Pollyanna McIntosh,2.247831086024877
Tom Noonan,2.0697188251280445
Mel Harris,2.2618375666353088
Richard Grieco,2.1790529946691755
Lisa Dwan,2.6548552315250338
Natalia Cordova-Buckley,2.5098777046095955
Ruby Modine,2.6583045886902896
Paulo Costanzo,2.267691021218773
Eric Bogosian,2.0941779032089474
Jeffrey DeMunn,2.0719138705968434
Brenda Blethyn,2.095432214905404
Zachery Ty Bryan,2.3424270931326436
Alexander Hodge,2.9636249608027594
Allegra Edwards,2.5863907180934462
Aaron Ruell,2.7595902581791574
Neil Flynn,2.148844987979513
Bill Murray,1.987561409010139
Josh Cooke,2.2197135988293093
Amanda Pays,2.416222431274172
Aaron Ashmore,2.3149367617853036
Loretta Devine,2.0331347339813943
Aidan Quinn,2.048604578237692
Julia Sweeney,2.1395421762307936
Evin Ahmad,3.073795338141528
Tyler Hynes,2.291418417476743
Rob Huebel,2.063342740671057
Cody Fern,2.855858680882199
Ezra Miller,2.145813734713076
Ryan Kennedy,2.7427615762516986
Song Joong-Ki,3.0411832340336575
Daniel Radcliffe,2.16076094909585
Sidney Lumet,2.5000522629873525
Nadine Nicole,2.7796592453224624
Joseph Bologna,2.2222222222222223
Emily Alyn Lind,2.1707954426675027
David Ogden Stiers,2.0533082470994044
Jill Ireland,2.323298839761681
Nancy Kulp,2.3350057489286087
Jean Arthur,2.4509250548761368
Lisa Emery,2.2349743911361974
Eugene Cordero,2.2021532350789172
Vivien Cardone,2.558273230897878
Jaime King,2.0601024354552107
Geraldine James,2.132329883976168
Mackenzie Foy,2.202571338977736
Elpidia Carrillo,2.156893488031776
Sanjeev Bhaskar,2.2086338455106094
John Gavin,2.411623288387164
Shaun Dooley,2.5293195359046723
Ron Thomas,2.6839134524929444
Royal Dano,2.1592975854499845
Julian Morris,2.313682450088847
Hattie Morahan,2.298630709731368
Alia Shawkat,2.076094909585032
Jeanine Mason,2.7730741089160658
Tinto Brass,2.6384446534963937
Kelly Carlson,2.3295703982439635
Karolina Wydra,2.3688721647329363
Taran Killam,2.116650987770461
Martine McCutcheon,2.514581373471308
Kathryn Newton,2.3285251384969166
Rosabell Laurenti Sellers,2.481133061565799
Hong Chau,2.3436814048291
Lucy Hale,2.2882826382356014
Augusto Aguilera,2.7526915438486466
Adam Kaufman,2.8333855963206855
Taylor Sheridan,2.5672624647224835
Russell Crowe,2.0107661753945854
Katherine Waterston,2.1142468903522524
Karina Arroyave,2.1720497543639596
Dominic Chianese,2.1289850527856173
Judith Scott,2.2418731054667083
Sarah Ramos,2.4769520225776107
Annalisa Cochrane,2.745061147695202
Steve Blum,2.1250130657468382
Lance Henriksen,1.9849482596425212
Taylor Schilling,2.222640326121041
Jessica Harmon,2.4347235287969062
Sarah Rafferty,2.5409219190968955
Robert Downey Jr.,1.9679105257656528
Nikolaj Coster-Waldau,2.1347339813943766
Andrew Dunbar,2.6237064910630292
Killian Scott,2.548761367199749
Michael Ansara,2.2506532873419043
Alex Meneses,2.2806522420821573
Karen Steele,2.6850632382146964
Zachary Knighton,2.273439949827532
Hallee Hirsh,2.2812793979303856
Scoot McNairy,2.0429601756036373
Heather Graham,1.9823351102749034
Seth Rogen,2.037002195045469
Madelyn Cline,2.758963102330929
Sara Wiseman,2.7976377129716736
Brigitte Bardot,2.453015574370231
James Cromwell,2.005957980558169
Brion James,2.0242500261314937
Elon Musk,2.3273753527751646
Jack Bannon,2.5529424061879378
Maisie Williams,2.3338559632068567
Dichen Lachman,2.4996341590885334
Sarah Alexander,2.3776523466081323
Rebecca Miller,2.289850527856172
Barry Levinson,2.209992683181771
Lamorne Morris,2.204766384446535
Kim Tae-ri,3.1583568516776417
Rebecca Staab,2.3212083202675866
Johnny Yong Bosch,2.523570607295913
Elijah Wood,2.0145291104839553
James Tolkan,2.0823664680673146
John Oliver,2.328002508623393
Cameron Monaghan,2.2184592871328523
Addison Riecke,2.742657050276994
Randee Heller,2.3282115605728024
Teresa Palmer,2.1278352670638654
Jonathan Bennett,2.300930281174872
Bella Thorne,2.1221908644298106
Kerem Bursin,1.0
Lucie Guest,2.3623915543012437
Victoria Pedretti,2.4586599770042854
Joel Edgerton,2.045991428870074
Elisabeth Rohm,2.107870805895265
Kevin Dillon,2.1150830981498903
Augustus Prew,2.2444862548343263
John Getz,2.0871746629037315
Kari Matchett,2.472457405665308
Rachel Dratch,2.118950559213965
Elke Sommer,2.3327061774851052
Linda Kozlowski,2.3855963206856905
Michael Rispoli,2.0485000522629875
Polly Holliday,2.22305843001986
Madeleine Arthur,2.5539876659349847
Wim Wenders,2.4381728859621616
Chris Messina,2.0659558900386745
Tippi Hedren,2.1589840075258704
Klaus Kinski,2.236855858680882
Luke Thompson,2.626319640430647
Emma Tremblay,2.387686840179785
Eileen O'Higgins,2.6133584195672626
Masi Oka,2.1258492735444756
Rory Cochrane,2.0758858576356225
Marlo Thomas,2.234033657363855
Laura Harring,2.1148740462004807
Rebecca Ferguson,2.163896728336992
Eva Amurri Martino,2.1465454165360094
Michael Wincott,2.0331347339813943
Hulk Hogan,2.2367513327061777
Alyson Hannigan,2.2682136510922963
Megan Boone,2.5255566008153028
Caroline Goodall,2.0952231629559948
Sheila Hancock,2.3998118532455317
Patrick Dempsey,2.055189714644089
Charlotte Beaumont,2.615448939061357
Crispin Glover,2.0320894742343474
Jared Leto,2.05477161074527
Anastasia Baranova,2.543953172363332
Scarlett Johansson,1.9928922337200794
Tamara Duarte,2.740043900909376
Eric Walker,2.664053517299049
Charlotte Gainsbourg,2.133061565799101
Chan-wook Park,3.293613462945542
Vanessa Bayer,2.318490644925264
Madeleine Martin,2.4517612626737746
Greyston Holt,2.8594125640221595
Yael Grobglas,2.9379115710254
Shaunette Renee Wilson,2.6266332183547614
Patricia Velasquez,2.2465767743284206
Silvana Mangano,2.2882826382356014
Lexi Underwood,3.3149367617853036
Andy Griffith,2.358628619211874
Rochelle Aytes,2.4320058534545836
Sean Giambrone,2.3474443399184697
Brooke Lyons,2.4638862757395215
Kassandra Clementi,2.500156788962057
Kathryn Morris,2.1449775269154383
Larry Manetti,2.344831190550852
Kang-ho Song,2.3799519180516358
Aaron Paul,2.0941779032089474
Omar Epps,2.107139124072332
Chris Titone,2.1518762412459496
Alison Sweeney,2.7986829727187206
Dan Harmon,2.38935925577506
Carlo Rota,2.2052890143200585
Stanley Tucci,1.9415699801400648
Sunny Mabrey,2.317027281279398
Traci Lind,2.1993310337618897
Beth Riesgraf,2.345876450297899
Dennis Franz,2.1504128776000835
Daryl Sabara,2.140378384028431
Persis Khambatta,2.5249294449670745
Edgar Buchanan,2.211037942928818
Billy Drago,2.119159611163374
Debbe Dunning,2.669906971882513
Callie Hernandez,2.2960175603637505
Tiffany Boone,2.404306470157834
Maxwell Simkins,2.461482178321313
Al Lettieri,2.4176857949200374
Matthew McNulty,2.5164628410159926
Ruth Sheen,2.318490644925264
Aamir Khan,2.9028953694993205
Julian Sands,2.0450506950977316
Sian Clifford,2.859308038047455
Greta Onieogou,2.461168600397199
Eve Plumb,2.3991846973973034
Kelly McCormack,2.680150517403575
Andrea Bowen,2.384655586913348
Tom Austen,2.5237796592453225
Alison Doody,2.3494303334378595
Ian Whyte,2.157102539981185
Powers Boothe,2.070973136824501
Reba McEntire,2.235392495035016
Stacy Edwards,2.1598202153235078
Autumn Reeser,2.29978049545312
Stephen McKinley Henderson,2.2185638131075573
Isabela Merced,2.25410264450716
Noah Taylor,2.0905194940942824
Shannon Dang,2.5607818542907914
Andrew Robinson,2.3709626842270306
Jeffrey Jones,2.078289955053831
Lindsay Price,2.485941256402216
Esther Povitsky,2.6136719974913767
Jack Turner,2.977422389463782
William Russ,2.214173722169959
Erinn Bartlett,2.2075885857635624
Peter DeLuise,2.3507891711090205
Mia Kaplan,2.9761680777673254
Matt Reeves,2.8162433364691126
Sunita Mani,2.5271244904358734
Blu Hunt,2.973450402425003
Alec Baldwin,1.9533814152816975
Leanne Best,2.3924950350162013
Irrfan Khan,2.185429079126163
Khary Payton,2.2718720602069613
Aisha Tyler,2.2005853454583466
Will Patton,2.0166196299780497
Liza Snyder,2.7980558168704923
Sara Canning,2.535277516462841
Shannyn Sossamon,2.151353611372426
Katharine Towne,2.1303438904567784
Eiza Gonzalez,2.2777255147904256
David Ajala,2.308560677328316
Ed Quinn,2.361137242604787
Kyla Kenedy,2.5687258283683496
Allison Scagliotti,2.546252743806836
Courtney B. Vance,2.0733772342427095
Sally Struthers,2.3587331451865787
Austin Amelio,2.5884812375875406
Brad William Henke,2.0393017664889723
Patricia Breslin,2.992996759694784
Scott Brady,2.292777255147904
Alicia Sanz,2.4589735549283995
David Meunier,2.3727396257970104
Francoise Yip,2.1914915856590365
Erica Leerhsen,2.360823664680673
Cameron Richardson,2.1807254102644507
Jonathan Lipnicki,2.1555346503606145
Odessa A'zion,2.7379533814152817
Costa Ronin,2.373680359569353
Malcolm-Jamal Warner,2.322985261837567
Edward Herrmann,2.013901954635727
Frances Sternhagen,2.147277098358942
Darren McGavin,2.196926936343681
Jackie Gleason,2.4374412041392284
Alison Pill,2.0984634681718406
Jade Tailor,2.4732936134629457
Rudi Dharmalingam,2.3062611058848126
Joelle Carter,2.2007943974077557
Woody Allen,2.0659558900386745
Kenneth Welsh,2.060206961429915
Holland Taylor,2.051426779554719
Pamelyn Ferdin,2.3041705863907183
Tom Rosenthal,2.708999686422076
Liam O'Brien,2.368558586808822
Nicholas Hoult,2.0880108707013694
Alycia Debnam-Carey,2.6302916274694264
Ellen DeGeneres,2.224103689766907
David Cross,2.026026967701474
Lisa LoCicero,2.4977526915438486
Jeffrey Combs,2.0864429810807987
Julie Andrews,2.1275216891397513
Jim O'Heir,2.17006376084457
Richard Bright,2.103480714957667
China Chow,2.430647015783422
Lee Jong-Suk,2.956830772446953
Kevin Chapman,2.078917110902059
Wesley Snipes,2.0458869028953695
Diego Luna,2.1010766175394586
Oksana Akinshina,2.423330197554092
T.J. Miller,2.0795442667502875
India Eisley,2.3917633531932685
Melissa Peterman,2.441622243127417
Rachel Sennott,2.9702100972091565
Lee Montgomery,2.5126999059266226
Peter Falk,2.057698338037002
Katherine Moennig,2.27605309919515
Ray McKinnon,2.1091251175917214
Alexa Davies,2.4299153339604893
Peter Serafinowicz,2.078917110902059
David Wain,2.1380788125849275
Honeysuckle Weeks,2.7847810180829935
Chris Potter,2.5880631336887214
Skye McCole Bartusiak,2.2008989233824607
Kayla Ewell,2.4516567366990696
Richard T. Jones,2.050799623706491
Matt Oberg,2.322462631964043
Halle Bailey,2.751750810076304
Lee Horsley,2.4067105675760425
Richard Kiel,2.199226507787185
Kristine DeBell,2.370440054353507
Kate Mara,2.0702414550015678
Max Thieriot,2.176230793352148
Zach Avery,2.4722483537158984
Gabrielle Drake,2.823664680673147
Mandy Moore,2.07494512386328
Rosario Dawson,1.986829727187206
Tamara Tunie,2.1800982544162224
Richard Hatch,2.4744433991846972
Robert Cummings,2.324971255356956
Toby Stephens,2.206961429915334
Wayne Rogers,2.282220131702728
Michelle Keegan,3.201421553255984
Olan Rogers,3.1623288387164212
Justin Henry,2.3851782167868714
Kelly Sullivan,2.445698756140901
Jacqueline Toboni,2.8059997909480505
Joey Batey,2.743388732099927
Stefanie Powers,2.386537054458033
Gloria Stuart,2.210515313055294
Caitlin FitzGerald,2.209051949409428
Gary Carr,2.6937388941151874
Keeley Hazell,2.4644089056130447
John Lynch,2.144036793143096
Ione Skye,2.099717779868297
Paul Lynde,2.3688721647329363
V Nixie,2.6013379324762202
Fred Astaire,2.4228075676805685
Peter Finch,2.3373053203721126
Joe Cornish,2.3911361973450402
Kaya Scodelario,2.2673774432946585
Karen Dotrice,2.6169123027072225
Melinda Clarke,2.426361450820529
Sam Rockwell,1.9697919933103376
Jocko Sims,2.4392181457092086
Eve Myles,2.7581268945332917
Chow Yun-Fat,2.222640326121041
Dale Dye,2.0377338768684017
Natalie Dreyfuss,2.425525243022891
Nicholas Lyndhurst,2.621615971568935
Maggie Cheung,2.3668861712135465
Mary-Kate Olsen,2.2798160342845195
Justin Chambers,2.2955994564649314
Steve Harris,2.1538622347653393
Ron Silver,2.108602487718198
Sam Richardson,2.1377652346608134
Jason Marsden,2.152503397094178
Renee Props,2.3910316713703357
Angus Wright,2.141841747674297
Justin Timberlake,2.0945960071077665
John Ratzenberger,2.012125013065747
Robert Shaw,2.2452179366572595
Natasha Calis,2.563081425734295
Roscoe Lee Browne,2.107870805895265
Jason Momoa,2.1549074945123863
David Wenham,2.126894533291523
Robert John Burke,2.062402006898714
Samantha Win,2.4016933207902165
Janet Leigh,2.145918260687781
Brynn Thayer,2.4957666980244593
Valerie Hobson,2.382878645343368
Kathryn Joosten,2.134211351520853
Phil Morris,2.164419358210515
Julie Dray,2.82993623915543
Alisha Bailey,2.7047141214591828
Bo Hopkins,2.1051531305529423
Daran Norris,2.196090728546044
Steven Strait,2.3398139437650256
Irene Bedard,2.192641371380788
Elizabeth Gillies,2.402634054562559
Yasiin Bey,2.1311800982544162
Rik Mayall,2.2724992160551896
Brandi Alexander,2.5198076722065434
Jeremy Irons,2.031357792411414
Tiya Sircar,2.271663008257552
Katheryn Winnick,2.1284624229120936
Terry Crews,2.010975227343995
Amanda Tapping,2.567157938747779
Michela Luci,3.0378384028431067
Joel Kinnaman,2.144768474966029
Sherry Stringfield,2.407964879272499
Tamannaah Bhatia,2.7452701996446116
Vittorio Gassman,2.1859517089996863
Jodie Foster,2.076303961534441
Claudia O'Doherty,2.3428451970314623
Kevin Carroll,2.2070659558900387
Catherine Dent,2.2245217936657258
Amy Gumenick,2.6769102121877286
Virginia Kull,2.644193582105153
James McAvoy,2.0606250653287344
John Rhys-Davies,2.0527856172258807
Bill Cosby,2.3427406710567578
Anneika Rose,2.893278979826487
Bradley Constant,0.0
Ryan Paevey,0.0
Suzanna Hamilton,2.549179471098568
Ashton Kutcher,2.0663739939374937
Harve Presnell,2.1168600397198705
Alaina Huffman,2.423330197554092
Heidi Klum,2.196613358419567
Penelope Wilton,2.256611267900073
Morgana King,2.56119995818961
Eric Stonestreet,2.196404306470158
Julie Michaels,2.212710358524093
Paul Kaye,2.2761576251698545
Zooey Deschanel,2.0657468380892654
Joel Pierce,2.721751855336051
Abby Elliott,2.3462945541967177
Nicky Whelan,2.1544893906135676
Chris Tucker,2.205079962370649
Sarah Silverman,2.041810389881886
Ruben Blades,2.1021218772865056
Aarti Mann,2.499529633113829
Lee Grant,2.157938747778823
Jeremy London,2.221595066373994
Sasha Pieterse,2.275216891397512
Jordan Elsass,3.000313577924114
David Morrissey,2.1717361764398455
Orlando Bloom,2.0662694679627887
Julian Ovenden,2.444548970419149
Tate Donovan,2.0444235392495034
Allen Covert,2.0667920978363123
Ivan Sergei,2.216055189714644
Ben Gazzara,2.0641789484686943
Beth Broderick,2.256297689975959
David Wayne,2.415699801400648
Mayim Bialik,2.5627678478101807
Caroline Aaron,2.00731681822933
Rebecca Rittenhouse,2.4042019441831295
Ashley Newbrough,2.7998327584404725
Lee Evans,2.25410264450716
Whoopi Goldberg,1.9772133375143723
Glenne Headly,2.055189714644089
Machine Gun Kelly,2.319849482596425
Millicent Simmonds,2.7783004076513014
Mel Blanc,2.144141319117801
Maria de Medeiros,2.2377965924532246
Brittany Ashton Holmes,2.768893069927877
Roseanne Barr,2.2761576251698545
D.J. Cotrona,2.3420089892338245
Freddie Boath,2.815720706595589
Dirk Bogarde,2.310755722797115
Jason Scott Lee,2.1442458450925055
Caitlin Carver,2.458869028953695
Jon M. Chu,2.7492421866833907
Jesse Hutch,2.4980662694679627
P.J. Soles,2.188982962266123
Cailey Fleming,2.2308978781227133
Paul McCrane,2.225148949513954
Madeline Kahn,2.151980767220654
Laura-Leigh,2.4951395421762306
Allison Mack,2.4144454897041916
Eileen Atkins,2.102017351311801
Darren Barnet,3.4342008989233825
Louis Cancelmi,2.3365736385491793
Emily Blunt,2.0641789484686943
Christian Cooke,2.345876450297899
Ludivine Sagnier,2.2618375666353088
Kyle Bornheimer,2.1450820528901433
Bridgette Wilson-Sampras,2.133166091773806
Elysia Rotaru,2.333124281383924
Steven Hill,2.1888784362914184
Karen Robinson,2.3536113724260477
Juan Pablo Raba,2.403783840284311
Catherine Missal,2.4858367304275113
Sonny Landham,2.2935089369708375
Jake T. Austin,2.1683913452492947
Larry Linville,2.4608550224730847
Adeel Akhtar,2.2897460018814675
Julie Bowen,2.157938747778823
Bill Camp,2.040660604160134
Mark Wilkerson,3.010661649419881
Kim Greist,2.336051008675656
Sharon Angela,2.34922128148845
Da'Vine Joy Randolph,2.353924950350162
Dylan McDermott,2.0445280652242084
Karole Rocher,2.6316504651405874
Tony Jay,2.1321208320267586
Charlie Cox,2.3340650151562663
Billy Crudup,2.0238319222326746
Josh Hartnett,2.0571757081634785
Dave Sheridan,2.131598202153235
Rachel Hurd-Wood,2.394794606459705
Tom Welling,2.284519703146232
Laura Haddock,2.241350475593185
Anjelica Huston,1.9895474025295286
Elias Koteas,2.010661649419881
Chris Cooper,2.0078394481028536
Bryan Callen,2.1238632800250863
Daniel Sunjata,2.1485314100553987
Ellie Bamber,2.388627573952127
Kate Siegel,2.463677223790112
McLean Stevenson,2.9771088115396678
Robbie Coltrane,2.043587331451866
Bradley Pierce,2.1965088324448625
Seung-Won Cha,2.61973450402425
Mitchel Musso,2.4222849378070452
Faye Marsay,2.518135256611268
Courtland Mead,2.2295390404515523
Melissa George,2.165255566008153
William Levy,2.439949827532142
Dakota Johnson,2.1360928190655377
Senie Priti,2.757813316609177
Derek Jacobi,2.051426779554719
Dominic Rains,2.3417999372844154
Will Kemp,2.4155952754259435
Lili Simmons,2.582418731054667
Ty Burrell,2.0659558900386745
Susan Diol,2.9248458241873108
Dorothy Provine,2.6860039719870388
Ralf Little,2.2890143200585347
Juliette Angelo,2.4002299571443504
Sam Reid,2.4028431065119684
Richard Rankin,2.77140169332079
Terry Gilliam,2.3733667816452386
Tommy Kirk,2.4239573534023204
Ashley Greene,2.0828890979408383
Wes Brown,2.46984425629769
Thekla Reuten,2.4696352043482808
Rekha Sharma,2.2769938329674924
Skyler Gisondo,2.1215637085815824
Ryan Zheng,2.440472457405665
Chad Allen,2.3496393853872686
John Landis,2.108497961743493
Ian Hart,2.1018082993623914
Kathrine Narducci,2.23215218981917
Lou Ferrigno,2.1253266436709524
Thomas Doherty,3.0566530782899552
Peter Capaldi,2.1563708581582524
Tim Heidecker,2.1877286505696665
William Christopher,2.613149367617853
Jason Watkins,2.2394690080485002
Jennifer Ferrin,2.6718929654019026
Imogen Waterhouse,2.6353088742552524
John Hawkes,2.0210097209156475
Robert Horton,2.66008153026027
Madison Lintz,2.6347862443817287
Emmanuelle Beart,2.3372007943974076
C. Thomas Howell,2.0342845197031463
Lindsay Lohan,2.146963520434828
Adam Rodriguez,2.1546984425629767
Denis O'Hare,2.0249817079544266
Britt Lower,2.360928190655378
Mamie Van Doren,2.3445176126267375
Rafi Gavron,2.2041392285983066
Matthew Lillard,2.064388000418104
Bill Duke,2.0769311173826694
Elizabeth Banks,1.999581896101181
Jennifer Esposito,2.084456987561409
Linda Harrison,2.3005121772760533
Annette Bening,2.038988188564858
Alexandra Roach,2.3537158984007527
Jason Statham,2.0490226821365107
Simon J. Berger,2.4316922755304695
Julia Benson,2.378384028431065
Tom Bateman,2.3046932162642415
Eliana Jones,2.7811226089683285
Zach Galligan,2.183547611581478
Daryl Mitchell,2.1790529946691755
Gary Springer,2.5698756140901016
Terry O'Quinn,2.114455942301662
Veronica Echegui,2.643148322358106
Jami Gertz,2.1512490853977213
Stanley Weber,2.681195777150622
Amanda Leighton,2.7975331869969686
Adelaide Kane,2.4324239573534023
JR Bourne,2.2318386118950557
Abel Ferrara,2.7047141214591828
Brea Bee,2.4097418208424792
Mark Indelicato,2.8119577715062194
Parisa Fitz-Henley,2.289327897982649
Michael Biehn,2.0483955262882825
Glenn Plummer,2.0616703250757813
Zoe Margaret Colletti,2.436604996341591
Judd Hirsch,2.132225358001463
Carla Tassara,3.114769520225776
Scott Patterson,2.3146231838611895
Meg Ryan,2.0730636563185953
Fred Willard,2.01839657154803
Brendan Hunt,2.3942719765861815
John Schneider,2.1874150726455523
Dennis Quaid,1.9756454478938017
